text,file,cluster
"Pregunta
 Buenas tardes . Bienvenida punto . Se le habla , con tengo el gusto . Hola , Buenas tardes con Figueroa , por ayudarle , señora , para . Mire , hice un pedido y día y se supone que me va a llegar entre cuatro y nueve . Hace poquito me llegó el correo de la de la facturación , pero dice que bien , faltantes . Entonces me pasa que ya las últimas veces me han dicho cuando llegan mi casa , que que me tratan de ubicar a mi teléfono y no existe . Y efectivamente , el que parece no es ese , porque es un teléfono que ya no , no lo tengo . Y yo lo cambiado en la aplicación más de una oportunidad de eso iría antes de pedido , lo lo también . Y fíjate que no se cambia . No si me puedes ayudar a cambiarlo , porque me imagino que me llaman otro número para preguntarme si pueden cambiar las cosas Y no , no porque no el número . Era un número fijo que ya no tengo . Me indica , por favor , el número de pedido . Deme un segundo , no . abajo y arriba , buenos días hoy . , ya el número de pedido . Lo tengo . Mire , se lo doy , por favor . corta . , uno , seis , ocho , dos . Uno , dos . Uno , cero , siete , dos . Sí , Jota . Bien . Ya no necesita . No voy a validar . A nivel del sistema . No . línea , por favor . Claro . Gracias . Gracias por el tiempo de espera , señora Paula ? , para . El nuevo es el nueve ocho , un celular . Nueve , ocho , uno , cinco , dos , uno , cinco , dos , cinco , nueve , cinco , tres , cinco , nueve , cinco , tres Digo lo mismo . Así que , por favor , lo borren el teléfono . Ya ni el sistema me aparece , que ya su pedido se encuentra en ruta . , . A me imagino que pronto , pero le cosas . Es lo que me llama la atención . Es que porque yo no he tratado de cambiar en más de una oportunidad y no , no , no se puede . O sea , a me parece y lo cambio , efectivamente , lo cambio , pero después vuelvo ingresar y ya , ya vuelvo a tener el número antiguo . tan raro . Ya voy a ingresarlo en el sistema . Si , ya Se encuentra en ruta ya , pero más o menos un aproximado de media hora . Ya Oiga , otra consulta . Mire , mi última compra no es la de ahora . El anterior recibí una carne . Tenía una cantidad de impresionante . Importante , digamos , no , . Por ejemplo , un kilo y medio de carne y medio kilo de grasa . Una cosa impresionante . Guarde la , la . Entonces igual se me olvidó hacer el reclamo , la verdad . Pero tengo la grasa mi pregunta es Puedo hacer algo al respecto ahora ? pasado igual no las dos semanas Yo creo haber pasado de esa fecha . Ya se puede ingresar en el sistema . El reclamo ya . Cómo ha pasado el tiempo ? Que siempre son veinticuatro horas para el reclamo Evaluarían . Cuarenta y ocho horas y y en caso de , que son los que los que valgo , se contactaría para hacerle una devolución al medio de pago . , ya . Si es tan amable , me dejan , por favor . Ya me va a indicar el número de pedido . un segundo . Bueno , mira , , . Un segundo , por favor . , . buscarlo acá con su número de . Ya , Gracias , pero visto catorce . , yo lo tengo aquí en el sistema . No se preocupe , fue ahora en abril . Lo mejor del dieciséis . este Parece que no era pero era un un de punta Picana . la carne que . que mucho el veintinueve de marzo y se lo entregaron el ocho de abril . Puede ser también Ya déjeme porque casi nunca como general , carne molida la oportunidad . Compre un trozo de carne no . No , está bien . No , me parece carne molida , no ? , el otro sería el siete de abril . . Dónde la encuentro ? terrible antigua . , tiene que ser de abril . No , no me aparece el pedido del dieciséis de abril del quince de abril . Se lo ? Lo puede ver Ya no me tocaste . Es que aquí nada más en el sistema me aparece la del dieciséis , la del treinta y la del veintinueve . Lo de enero solamente me aparecen esas compras ya y cosas de entrada y va y lo en la del veintinueve . No me la carne molida . Y en el solamente me parece filete de pollo . lo que aparece Ya ? Ya . Entonces mire , voy a buscar . Bien . Y si le llamo , Pero la verdad , muchas gracias . Gracias a usted por llamar punto . Se le le recuerdo que con . que bien igual . Hasta luego . Gracias . Hasta luego .  
",34803-17-57-32.csv,ayuda
"Pregunta
 . con la que tú de paciencia y espere , espere , espere , que estoy tratando de comunicarme Mira , hijo , yo tengo un problema . Resulta que estoy tratando de encargar cosas que yo en este momento estoy en y yo tengo un hermano que me una me cuida mi perrita que porque yo anclada llegue en marzo y este asunto de la del coronavirus y no me he podido mover . Entonces le encargo de repente yo ahora con la alimento , O sea , a mi hermano para el , para la perrita . Y resulta de que ahora yo , por ejemplo , lo que , pero es demasiado largo el plazo más de una semana , diez días . Entonces , incluso ahora , yo me y decía el sábado treinta ya . Bueno , dije no importa de aquí al fin de semana . Pero ahora me aparece que el tres de junio Entonces , Yo quiero encargar unas cosas otro día encargue a otra que estaba vendiendo en y Y resulta de que bueno , no tiene todo lo que necesito . Oh , entonces ahora iba a ser . Ya le el sábado y resulta que ahora veo y dice entrega el miércoles . La lista me la No hay ni una posibilidad de que el tiempo sea menos en Iquique la el pedido , ya . Estoy encargar más que nada En este momento estoy iba hacer la compra catorce . Incluso ayer , que iba encargar una aspiradora que tenían de veintinueve mil pesos . Ya , cuando justo cuando yo iba a ser el para pagar , me se me borró y me quedo en cero . Y ahora cuando me aparece una aspiradora de treinta y seis mil nueve noventa . No me aparece , sea la , la , la , que empiezan a las cosas que tienen . Claro . Entonces , , debido al este , yo no . tratado de hacer varias . que tenía , como no a cargar todas las cosas , como cincuenta mil más o menos , Pero me , era demasiado . Mi hermano necesita sea como él . Es viejo . Y están en cuarentena , . entonces no No salir . Bueno , yo dije voy a que a casa le llegó algo de mercadería y ahora me dice que le que le que le faltan algunas cosas y por ejemplo , en las carnes . Entonces yo iba encargar congelada , pero para pero es mucho para el día . Para el otro miércoles paga Pero , o , a me conocer a través de todo Chile . ? Pero esto es en Iquique , claro . Está , entonces no hay ni una posibilidad de menos . te digo , yo ya dije yo el sábado está bien . Y empecé a hacer las elecciones y y justo ahora que voy a pagar , voy a hacer y me aparece el miércoles tres . Entonces , , lo que decía el sábado treinta , , el sábado treinta , la desde las nueve treinta y ahora me cambio . Entonces voy a parecer ser nunca pedido . Entonces tienes que buscarme otro medio , donde encargarle ? Dime una cosa Y acá en la también para el rumbo para entregar a domicilio . la con petorca catorce cincuenta y nueve cero nueve . pero aquí que Tanto nueve cuarenta lo hago yo . De todas maneras , si no , no puedo dejar , es el pedido y tengo que dejarlo cancelado . Pues para que me la fecha de entrega . No es cierto . O sea que , por ejemplo , yo hiciera ya el pedido para esa agencia que ponen acá . Pero tengo que dejarlo cancelado . , , . ya hay muchos días . Ya voy a Voy a ver . Voy a tener que buscarme en otro lado . , ya . Muy amable . Gracias .  
",34769-14-17-12.csv,envios
"Pregunta
 Mery . . Señorita . Anoche hice mi pedido . Me dieron el número del pedido y todo , pero no puedo pagar para que me lo traigan . cinco , tres , nueve , nueve , nueve , ocho uno raya seis . No , una sola . La otra , la anterior de . Mil pesos la . Porque Si es una sola ya . Perfecto . Entonces me cincuenta y siete , dos , dos , que me dijeron que me lo van a el domingo . Pero nosotros somos personas de la tercera edad . Entonces , Pero cómo puede ser que haya hecho dos listas ? Pero espérese porque la otra vez hace más de dos semanas o tres , hice un pedido de mil pesos y nunca me . Voy anotar aquí ya . Dígame ya , señora . Y no hay posibilidad que me lo manden . Antes Nosotros vivimos en un piso siete menos suben hasta mi departamento .  
",34786-09-21-59.csv,envios
"Pregunta
 Hola . Buenos días con Francisco . Lo , una compra por internet y ? Segundo que en la página , pero no me dieron ni la confirmación de la compra . , . Sí , el . ? Sí , diecisiete . Veintinueve , Veinte . Setenta y ocho . de la que en la sale como que está ingresado , pero no se le enviado o en . ya perfectamente . Lo llamar . ya . Perfecto . Muchas gracias . No , solamente , entonces no , es que no hay producto Preocupado , una estufa . Okay , ya . Muchas gracias Igualmente . Hasta luego .  
",34809-09-44-03.csv,envios
"Pregunta
 Por favor , Si es tan amable , sabes ? Hice un pedido y me dijo que me ingresado y que llegaba el nueve tres de la tarde . Sí , la verdad que estoy un poquito preocupada porque no pasa nada . Oía y no , no puedo hacer en la página al al estado mi pedido . me puedes ayudar ? . Tengo el . No , me un . Supongo que es esto . corta ? Uno , seis , siete , , cero cero cero uno cero . . Después dice Jota Eme Ce Hache cero Ya , pero llega el importante que me llegue , no ? Sí , que habían cosas críticas que no tengo . Entonces no me tenía que salir . Es el problema . Ya espero . Entonces , ya . Muchas gracias . .  
",34808-16-04-48.csv,envios
"Pregunta
 Nosotros tenemos un pedido . Quedaron despacho pendiente para el . Era para para ayer Y no dijeron de que no se había podido realizar porque tenían el horario más temprano . cerrando . Entonces quedaron en pasarlo día de las nueve a doce y todavía no me ha llegado . Entonces queríamos saber con . estaba para el niño . , de Valdivia . las dos quince . Yo no sé si todavía en curso , No , andan en terreno o no sé pasaría porque igual nosotros necesitamos cuatro . Una segunda persona que hizo la compra con tarjeta ahora esa persona no está disponible . Esta en una . Entonces a a . espera que salga de la reunión porque como ahora están los en casa entonces vamos ya . Ella está en una reunión . hora y va salir . con el con el pedido , entonces a ir , pero notas y ayer No , no , no , Salir llamaron entonces nosotros llamamos ya eran como las de la noche . Llamamos suponía que era de las de las tres hasta las nueve . , sabes , quizás fueron la mañana , pero no por nadie . De las ocho de las tres de la tarde hasta las nueve te llamamos y ellos dijeron que no era el hasta un poco más temprano por el tema del cierre del mercado . El tiempo de día , que no es lo que hay en , como unas . No , no , ya está bien mañana ? No , la mañana de las nueve . llegara . Nada , tiene trabajar los obreros siete y media ocho a las nueve a las nueve . Hacemos ? Voy a Seguimos . Pero bueno , otra consulta quería hacer . Dígame la ropa de . Tengo una hija está embarazada y ya , seis meses . va esta cosa , pues resulta que que no . No aparece la ropa de bebé . que no , No , no Sabe qué página ? . Yo he puesto ropa punto punto . me sale el . . Ya . la plataforma no , no la . Aparece . Por eso . preocupe . Al ritmo que vamos con esta gente es tan porfiado . casa ya que está muy bien , muchas  
",34804-14-16-18.csv,envios
"Pregunta
 , con . Resultan . Yo el día de ayer en la compra un bulto se no si necesitas algún algún del . Sí , ya . , el número del pedido es , eh dice . Empieza ciento sesenta y dos . Bueno , cincuenta y nueve , cuatro , seis , ocho . Sí , claro . Claro , eso quería anularlo , porque finalmente no me sirves . Ahora nada más quiero . voy a hacer ahora , presencial . por favor . , pero de ? evidencia ? , . Aunque yo me para ver si realmente fue cargado . Mi pero ustedes envían . Nada . No , no me va a llegar . ya . . Pero me . porque yo estoy viendo que cuando no , cuando estaba programado con un la tarjeta , creo . No , claro , pero no sé si le hayan cobrado . Se . Eso quiere decir que nunca , , en ningún momento aparece facturado . , ya , . Facturación un uso . La tiene una . Claro . Ya . Y me puede decir el número , por ? A ver si le dije treinta y tres . Noventa y cinco , Cincuenta y seis . Sí . Tres , tres , nueve , cinco , cinco , seis . Es el número de Listo . Muchísimas gracias .  
",34793-12-09-26.csv,compra
"Pregunta
 que es un pedido y me llama la atención porque que pedido en línea y se supone que la entrega es mañana , pero a me cobraron en mi tarjeta de crédito . Un peso Mi pedido , entonces ? No , no , no entendí lo hice , si no lo hice , , es correcto que te cobren primero no , disculpa , pero yo ya no tengo que hacer nada porque yo ya pague los los setenta y tantos mil pesos . voy a hacer otra compra ? No , es que me meto la la aplicación y no me aparece mi pedido . No me aparece nada por eso que no , no entiendo nada . Tú podrías ? , las , porque en realidad me salía el día que me lo iban a venir a dejar , que es mañana el horario , te digo , cuando hice la compra dice por los setenta y tantos mil pesos no por un . Diez . Sí , tres , cuatro , dos , cuatro , ocho , seis cero , , no hay problema . No , verdad ? No , no entendí . porque a ver en mi carro de compras esta toda la compra En el fondo tengo que volver Ah , ya , O sea , en el fondo No , no , no hice la compra . ver A ver . Y yo pongo hacer pedido y no a ver qué me Ya pongo continuar sale mis datos mi y la forma en la fecha el catorce de abril y dice comprar ahora la hora . Ahora me dice reservado . Y en el cupo de tu tarjeta , el total facturado cuando tu pedido listo . Mira , número de pedido dice Recorta . Sí , dieciséis , quinientos once , setenta y nueve uno . Jota Eme CE de casa H . Guión cero uno . Para el día de mañana . Entonces , ahora , ya . listo ? Ya que como es primera vez que pedido por internet No , no , no , no , yo tranquila , que ya está listo el pedido y se va facturar , digamos , una vez que me lleguen las cosas . No , eso lo que no , no , no , no logra entender . que no me habían facturado lo que comprado . Entonces , ahora ya lo entiendo . Muchas Gracias . Igualmente . .  
",34711-10-25-42.csv,compra
"Pregunta
 Buenas tardes . . . . . Con ? Tengo el gusto de hablar ? En le puedo ayudar ? su trabajo ? Bien , gracias a un . Ya tengo problema . Mira , tengo que ver si puedo anular un pedido pedido anoche acá en la casa y no , la verdad , Estamos viendo que el despacho en dieciocho días más y la verdad , no , sirve porque víveres . Tengo que anularlo . Ya le entiendo . Victor en este caso indicar , por , Su orden de pedido . Perdón . Me puede indicar la orden de pedido , por favor ? , , si quieres el ocho y cinco , nueve , seis , cinco , nueve , siete cero , dos , cero . Muchas gracias , Victor , en este caso de su pedido . De acuerdo . me puede tomar unos minutos ? No . , . Ocho Único ahí me escucha un poco mejor . , correcto . En este caso , proceder su pedido . De acuerdo ? a tomar unos unos minutos . Por favor , permanezca en línea y no se . No . Gracias por la permanencia en espera , . le indicó Voy a validar los siguientes datos , . Su es el veintidós cero cero cero seis . El teléfono de trabajo . no es mi celular . El celular , que estoy llamando ahora . Me puede indicar su teléfono celular , por favor ? Es el nueve , cuatro , nueve , , seis uno , seis , cinco , seis uno , seis , dos No , ya lo tengo acá . Nueve , siete , seis , cuatro , nueve , cinco , seis dieciséis . Correcto . me indica , por , los cuatro últimos dígitos de la tarjeta con la cual la compra ? tarjeta . Dame un segundo porque es una tarjeta . No uso real . Es un segundo de acuerdo la historia , porque las que tienen que no . Tú no la la paga y . un registro cada un Segundito , De acuerdo . Un segundito . Estoy , ya usted me los últimos dos . Los cuatro ? , por favor . Cero cero ocho cero . Muchas gracias . . tener . Por favor , no se retire . Perfecto . Gracias . Gracias por . visto ? Aquí estoy viendo la orden , le le un Victor . En este caso , fue anulado momento de acuerdo . Por lo cual , como se generaba la facturación , corresponde la liberación del de reserva . se realizará su método de pago en un lapso de sesenta y dos horas hábiles . setenta y dos horas . Se puede tomar horas hábiles dependiendo la entidad bancaria . Desea tomar nota ? Número requerimiento , . Le . Treinta y cuatro ya . Cero nueve ya . Veintiocho , del caso que tuviera algún problema y no se . La liberación con dos . A se tiene que volver a comunicar con nosotros Este número . haríamos requerimiento pertinente . De acuerdo . Alguna otra duda o consulta ? No , nada más . Yo la . . Gracias . Gracias . Igualmente . Usted atenderle mi base . Que feliz tarde . Muchas gracias . también . Chao .  
",34795-16-07-35.csv,ayuda
"Pregunta
 ? No , no de . . Con quién te producto y los niños . Yo Joder no . Listo ? . Y ahora tengo carro . No ? Y mío Claro , estamos hablando y yo estoy comunicado con , y entonces y después Y cuando , no avisan del el el la entrega pedido Ah , ya . lo primero . Hay que el carrito cargado con ocho . Correcto . Correcto . Y después , entonces la cuenta lo Muy bien , muchas gracias . Hasta luego .  
",34796-18-43-49.csv,compra
"Pregunta
 Daniel . con Alejandra ? Sabes me estaba viendo . Me llegó un correo diciendo que había hecho una compra que yo no necesito que por favor , que me parece me bloqueo la tarjeta . tres , catorce , cuatro , seis , cuatro . ocho . Es una compra realizada hoy día por ciento . Diecisiete mil pesos . Gracias . , gracias . Gracias . treinta y siete , catorce , nueve , seis . Yo llamé a A la tarjeta . te parece ? A ti también ahí que creo que la sale , que el pedido curso . , me llegó el correo y lo . entiendo que con esto no se tiene que cargar . Y adicionalmente me , que lo único que quiero .  
",34705-10-47-39.csv,compra
